date,summary,emotion
2020/9/19,金市周评：金价陷入收缩整理全球央行宽松下经济乐观关注美国财政刺激和大选9月19日本周金价继续陷入收缩震荡整理的走势中多空基本面较为均衡。金价本周收涨10美元涨幅0.5%。全球央行的宽松浪潮继续支撑金价但市场对疫情的担忧支撑美元限制金价市场对全球经济从疫情中复苏抱有乐观预期也限制金...,positive
2020/9/19,下周重磅事件及指标影响前瞻(9月21日至9月27日)下周市场迎来众多美联储官员的讲话其中投资者需要密切关注的是美联储主席鲍威尔在国会的听证会。同时美国财政努钦也会在听证会上作证这或许给市场期待的美国财政刺激带来更多线索。同时新西兰联储和瑞士央行也会在下周公布最新利率...,positive
2020/9/19,CFTC持仓解读：澳元、白银看多意愿双双升温(9月15日当周)汇通网CTFC持仓数据：美国商品期货交易委员会(CFTC)9月18日发布的报告显示截止至9月9日至9月15日当周：澳元看多意愿升温；白银看多意愿升温白银投机性净多头增加4869手合约至38349手合约表明投资者...,positive
2020/9/19,9月21日外汇交易提醒9月18日美元周五小幅走高因为投资者对高风险资产的需求暂停导致美国股市下跌；日元连续第五天上涨创下自6月以来的最大单周涨幅因面对欧洲的新冠疫情再度加重担忧和美国财政刺激谈判缺乏进展投资者寻求安全资产。数据表明加...,negative
2020/9/19,9月19日财经早餐：美元小幅上扬黄金延续震荡油价创6月以来最大单周涨幅9月18日美元小幅走高美元兑日元连续第五日下跌刷新近七周低点至104.27；因面对欧洲的新冠疫情再度加重担忧和美国财政刺激谈判缺乏进展投资者寻求安全资产。现货黄金延续震荡收于1949.60美元/盎司目前的市场...,neutral
2020/9/19,金市周评：金价陷入收缩整理全球央行宽松下经济乐观关注美国财政刺激和大选,positive
2020/9/19,下周重磅事件及指标影响前瞻(9月21日至9月27日),positive
2020/9/19,CFTC持仓解读：澳元、白银看多意愿双双升温(9月15日当周),positive
2020/9/19,9月19日财经早餐：美元小幅上扬黄金延续震荡油价创6月以来最大单周涨幅,positive
2020/9/19,黄金延续震荡金价触及1960关口后回落近10美元,positive
2020/9/19,油市周评：油价本周飙升接近10%需求前景依然堪忧但库存却明显下滑,negative
2020/9/19,CFTC持仓解读：澳元、白银看多意愿双双升温(9月15日当周),positive
2020/9/19,9月19日财经早餐：美元小幅上扬黄金延续震荡油价创6月以来最大单周涨幅,positive
2020/9/18,纽市盘前：三重利多因素共振日元创七周新高；利比亚将恢复供应美油冲高回落3%9月18日欧洲时段美元兑日元创七周新低至104.27日本央行当前并没有表现出打算不惜一切代价固守105心理汇价底线的意愿日本央行措辞中上修了日本经济评估全球投资者对明年东京奥运会如期举行的信心也在加强。美油冲高...,positive
2020/9/18,金价延续收缩整理全球央行宽松政策始终支撑金价经济前景向好限制金价。周四上海黄金交易所公布了第36期行情周报。上周黄金白银成交量都继续萎缩因市场对于贵金属的交投兴趣下滑而铂金成交量也结束了此前三周上涨的趋势。黄金的交割比连续两周超过30%但白银的交割比再度下滑如果维持当前的态势...,negative
2020/9/18,黄金白银连续三周交易量萎缩！白银交割比未来或跌至1%！上海黄金交易所第36期行情周报（9月7日-9月11日）周四上海黄金交易所公布了第36期行情周报。上周黄金白银成交量都继续萎缩因市场对于贵金属的交投兴趣下滑而铂金成交量也结束了此前三周上涨的趋势。黄金的交割比连续两周超过30%但白银的交割比再度下滑如果维持当前的态势...,negative
2020/9/18,黄金T+D探底回升1%！美元创逾一周新低避险与实物需求均存利好9月18日黄金T+D探底回升1%！美元指数重心下移创逾一周新低美国近期经济数据不佳隔夜就业数据及房地产数据均显示经济复苏势头放缓而且全球贸易摩擦依旧存在黄金避险需要犹在分析师认为印度实物需求将会上升。,negative
2020/9/18,基本面迎来两利空！英镑承压1.30关口面临重回跌势风险关注1.2877支撑9月18日英国工业联合会发出警告称近一半的英国公司计划2021年削减或冻结招聘。当天英国卫生大臣汉考克表示因为疫情加速发展英国不排除二次“封城”。,negative
2020/9/18,欧市盘前：亚洲股市集体上扬纽元创逾17个月新高；OPEC+誓言维稳美油创两周新高9月18日亚洲时段纽元兑美元创2019年4月以来的逾17个月新高市场风险偏好情绪回暖亚洲股市大幅走高。得益于OPEC+联合减产国强调他们全面兑现减产的承诺国际油价创两周新高。,positive
2020/9/18,9月18日现货黄金、白银、原油、外汇短线交易策略现货黄金小幅上涨因隔夜美国经济数据表现欠佳后美元回吐涨幅而且法国新冠疫情继续恶化再加上英国考虑11月份推出负利率共同给金价提供支撑；但由于美联储未就货币刺激政策给出任何新的具体措施多头仍有所顾忌；短线金价走势...,negative
2020/9/18,黄金交易提醒：就业疲乏或让美联储维持宽松至2025年？黄金回调不足惧美债期权市场暗示一大利多周四黄金跌至逾一周低点此前美联储浇灭了投资者抱持的出台更多刺激措施以支撑受疫情打击经济的希望。不过部分分析师预测美联储即使不出台更多的刺激但是可能维持低利率政策直至2025年因为就业市场复苏疲乏在实现充分就业...,negative
2020/9/18,"美联储能否实现“平均通胀目标制” 引发质疑维持低利率恐常态化！中长期偏向利空美元9月17日市场分析师Jeff Cox撰文称本周美联储正式转向“平均通胀目标制”。

美联储不会在实现通胀目标前通过加息来遏制通胀而是会等到通胀在一个不确定的时期内持续高于2%的目标水平时再考虑实施加息。但是市...",negative
2020/9/18,9月18日外汇交易提醒9月17日美元创逾一周新高后大幅回落稍早上涨0.51%至93.61为9月9日以来最高水平；美元兑多数G10货币下跌；避险日元兑美元升至七周高位因美国公布的一批数据普遍疲弱且经济前景整体存在不确定性支持美联储对...,positive
2020/9/18,9月18日财经早餐：美元升至一周高位后走软黄金创半个月来最大跌幅布油近三日大涨9%9月17日美元创逾一周新高后大幅回落盘中一度触及93.61；日元兑美元升至七周高位因美国公布的一批数据普遍疲弱投资者权衡现有刺激力度是否足以推动经济复苏。现货黄金跌近15美元创近半个月来最大跌幅美联储未就货币...,negative
2020/9/18,纽市盘前：三重利多因素共振日元创七周新高；利比亚将恢复供应美油冲高回落3%,positive
2020/9/18,金价延续收缩整理全球央行宽松政策始终支撑金价经济前景向好限制金价,positive
2020/9/18,黄金价格1950美元上方微升全球宽松模式持续另一因素或开启多头狂欢盛宴,positive
2020/9/18,黄金白银连续三周交易量萎缩！白银交割比未来或跌至1%！上海黄金交易所第36期行情周报（9月7日-9月11日）,positive
2020/9/18,黄金T+D探底回升1%！美元创逾一周新低避险与实物需求均存利好,positive
2020/9/18,欧市盘前：亚洲股市集体上扬纽元创逾17个月新高；OPEC+誓言维稳美油创两周新高,positive
2020/9/18,金价反弹迎来关键点！美国公布1.52万亿美元“折中版”刺激方案民主党已敦促下周投票,positive
2020/9/18,9月18日现货黄金、白银、原油、外汇短线交易策略,positive
2020/9/18,黄金交易提醒：就业疲乏或让美联储维持宽松至2025年？黄金回调不足惧美债期权市场暗示一大利多,negative
2020/9/18,9月18日财经早餐：美元升至一周高位后走软黄金创半个月来最大跌幅布油近三日大涨9%,positive
2020/9/18,美联储浇灭多头更大希望黄金跌至逾一周低点,negative
2020/9/18,纽市盘前：三重利多因素共振日元创七周新高；利比亚将恢复供应美油冲高回落3%,positive
2020/9/18,美布两油本周有望均收涨10%！高盛预估供应短缺还有三大利好为多头保驾护航,neutral
2020/9/18,INE原油涨逾2%创近两周新高！OPEC+延长补偿减产时间沙特直面投机客挑战,positive
2020/9/18,欧市盘前：亚洲股市集体上扬纽元创逾17个月新高；OPEC+誓言维稳美油创两周新高,positive
2020/9/18,9月18日现货黄金、白银、原油、外汇短线交易策略,positive
2020/9/18,原油交易提醒：OPEC+祭出两大杀招油价劲升3%有望录得三个月最大单周涨幅,positive
2020/9/18,9月18日财经早餐：美元升至一周高位后走软黄金创半个月来最大跌幅布油近三日大涨9%,positive
2020/9/18,OPEC+内部施压严格把关减产执行率美油逆转跌势涨逾2%,positive
2020/9/17,纽市盘前：英镑重挫逾百点负利率预期大增；OPEC+存两大担忧美油回落至40下方9月17日欧洲时段英镑兑美元重挫逾百点至1.2865据英国央行观察：货币市场押注英国利率将变为负值现在预计英国央行将在2021年2月转为负利率此前预计为2021年3月。美油一度触及近两周高点但目前回到40美元...,neutral
2020/9/17,欧元自逾一个月低位反弹试图站上1.18；两大利好因素让多头存积极护盘底气9月17日欧市欧元兑美元收复部分跌幅现交投于1.18关口附近亚洲时段最低跌至1.1738的逾一个月新低美联储9月决议鸽派程度不及预期提振美元此外稍早英国央行9月决议虽如期维稳但计划探讨如何有效实施负利率英镑...,negative
2020/9/17,美国8月房地产市场数据不佳初请数据基本符合预期现货金价短线持稳于日低9月17日纽约时段盘中北京时间20：30美国方面公布了市场关注的8月房地产市场数据结果该数据表现不及预期与房地产数据同时公布的还有当周初请失业金数据结果该数据基本符合预期。数据公布后现货金价短线基本持稳于...,negative
2020/9/17,英镑短线急挫逾70点！英国央行维稳现行政策但承认失业率持续上升风险犹存北京时间9月17日19:00英国央行以9比0的投票结果维持利率和量化宽松目标不变但承认失业率持续上升风险依然存在。截至发稿英镑兑美元累计下挫71点至1.2888。,negative
2020/9/17,金银T+D均创逾一周新低！美元强力反弹；FED新政鸽派不及预期但宽松远未弹尽粮绝9月17日金银T+D均创逾一周新低！美元指数创逾一周新高因今日凌晨的美联储利率决议不及预期鸽派并未提及收益率曲线控制政策其次点阵图揭示未来三年均不会加息鲍威尔表示美联储并未弹尽粮绝并表示需要更多财政支持。,negative
2020/9/17,INE原油触及一周半高点！EIA库存超预期下降飓风扰乱美国产油但供应亦存两项利空9月17日上海原油价格上涨1.16%触及一周半高点。美国EIA原油库存超预期下降加之飓风“萨利”迫使美国大量离岸石油生产停产但供应也存两方面利空油市一方面OPEC不会谈论进一步减产的必要性另一方面分析师称...,negative
2020/9/17,美国经济会长期衰退还是逐步复苏？美联储内部分歧加剧复苏可持续性前景存疑从美联储到华尔街大型企业的分析师试图探知一些未知数比如疫情发展形势以及分裂的国会是否能够就支出议案达成妥协。这些因素交杂在一起令分析师们对美国经济趋势的预测结果出现严重分歧。在有更明确迹象显示需要怎么做以及持续多久...,negative
2020/9/17,国际金价走弱因空头对美联储一大预期落空美元指数创逾一周新高9月17日国际金价走低因美联储上调经济复苏前景但未释出进一步刺激措施的具体暗示后美元指数上涨至逾一周高位93.614。美联储没有采取市场原本希望的增购长债措施似乎有些令人失望。,negative
2020/9/17,新西兰二季度GDP萎缩12.2%正式步入衰退！为何纽元仍有望保持看涨？。北京时间9月17日19：00英国央行将公布利率决议以及货币政策会议纪要。尽管市场预计英国央行的债券购买计划或利率不会有变化但认为将在11月再次扩大量化宽松政策。降息可能不会是英国央行的首选但货币市场的预期是最早在...,negative
2020/9/17,英国央行决议料维稳或将释放进一步扩大宽松信号！英镑面临重回跌势的风险北京时间9月17日19：00英国央行将公布利率决议以及货币政策会议纪要。尽管市场预计英国央行的债券购买计划或利率不会有变化但认为将在11月再次扩大量化宽松政策。降息可能不会是英国央行的首选但货币市场的预期是最早在...,positive
2020/9/17,欧市盘前：欧元创逾五周新低日银不会扩大宽松油市供应存两大利空9月17日亚洲时段欧元兑美元创逾五周新低美联储决议内容仍在发酵美联储上调了对2020年GDP的预测。日本央行周四维持货币政策不变并略微上调了对经济的看法这暗示暂时不必扩大刺激政策以对抗新冠疫情。OPEC不会谈...,negative
2020/9/17,黄金交易提醒：美元抢了风头黄金下挫逾20美元！但长期通胀预期升温短线关注1930支撑周四黄金下滑因美联储上调了年内经济预测认为经济复苏快于预期而且美联储没有提出新的刺激计划令一些投资者失望这帮助美元升创一周新高打压金价。不过围绕全球经济能否快速复苏的疑虑以及美联储承诺维持近零利率至少到202...,negative
2020/9/17,9月17日现货黄金、白银、原油、外汇短线交易策略9月17日美元指数盘中持续走高刷新6个交易日高点因美联储上调了对2020年GDP的预测。受美元走强的影响现货黄金盘中走弱进一步脱离前一交易日触及的两周高位。不过美联储将维持近零利率至少到2023年、且对于全球...,negative
2020/9/17,原油交易提醒：多空分歧加剧！阿联酋执行率仅有10%日内或为OPEC+会议焦点关注200日均线压力周四美原油失守40美元关口因美元反弹。周三美原油大涨近5%因为美国原油库存下降和飓风导致停产同时美联储暗示将维持宽松至2023年一度打压美元也对油价构成支撑。不过由于市场已经提前消化了美联储决议的部分影响且...,negative
2020/9/17,英银决议前瞻：料按兵不动但是否暗示11月加码宽松备受瞩目！无协议脱欧+裁员潮风险也影响政策走向本次英国央行料维持利率和购债规模不变同时淡化负利率预期此外英国央行可能会强调低通胀风险但是预计不会跟随美联储调整通胀目标同时该央行可能会暗示11月扩大购债规模。除了货币政策、资产购买规模以及通胀问题上市场还将...,negative
2020/9/17,美联储维持宽松立场暗示利率将至少三年“接近零”！但上调经济预期令金价从两周高位回落北京时间9月17日凌晨2:00美联储公布利率决议、政策声明和经济预期。该行将基准利率维持在接近零的水平并暗示将至少维持到2023年以帮助美国经济从疫情中复苏。声明中称联邦公开市场委员会“期望维持宽松货币政策立场...,negative
2020/9/17,近两次利率决议对比：点阵图之外有8处改变两人反对和上调经济预测令人意外美联储决策层一如预期宣布将联邦基金利率目标区间维持在0%-0.25%不变。但会后发表的声明在结构和内容上出现重大变化暗示在实现充分就业和通胀率达到2%这两个目标之前都会维持利率在近零水平不变。此次会议还有两位委员反对...,negative
2020/9/17,9月17日外汇交易提醒9月16日美联储维持基准利率在近零水平并暗示会至少维持到2023年在美联储主席鲍威尔表示资产购买计划当前的规模适当之后美元指数一度较日低回升50点刷新近二日高点至93.28；日元兑美元连续上涨触及7月31日以来...,negative
2020/9/17,9月17日财经早餐：美联储将长期维持低利率美元持稳金价冲高回落两大央行决议接踵而至9月16日美联储维持基准利率在近零水平并暗示会至少维持到2023年在美联储主席鲍威尔表示资产购买计划当前的规模适当之后美元收复了日内跌幅。现货黄金再度冲高回落尾盘收于1959.25美元/盎司美元指数大幅回升令金...,neutral
2020/9/17,美联储维持利率不变符合预期金价冲高回落加剧震荡9月16日纽约时段盘中美联储公布最新的9月利率决议美联储维持利率0-0.25%不变符合预期。从本次美联储决议声明上看美联储维持超低利率不变直至2023年且美联储允许通胀温和超调短线刺激非美上行不过由于本次...,positive
2020/9/17,纽市盘前：英镑重挫逾百点负利率预期大增；OPEC+存两大担忧美油回落至40下方,positive
2020/9/17,美国8月房地产市场数据不佳初请数据基本符合预期现货金价短线持稳于日低,neutral
2020/9/17,金银T+D均创逾一周新低！美元强力反弹；FED新政鸽派不及预期但宽松远未弹尽粮绝,neutral
2020/9/17,国际金价走弱因空头对美联储一大预期落空美元指数创逾一周新高,negative
2020/9/17,欧市盘前：欧元创逾五周新低日银不会扩大宽松油市供应存两大利空,positive
2020/9/17,黄金交易提醒：美元抢了风头黄金下挫逾20美元！但长期通胀预期升温短线关注1930支撑,negative
2020/9/17,9月17日现货黄金、白银、原油、外汇短线交易策略,positive
2020/9/17,9月17日财经早餐：美联储将长期维持低利率美元持稳金价冲高回落两大央行决议接踵而至,positive
2020/9/17,美联储维持利率不变符合预期金价冲高回落加剧震荡,positive
2020/9/17,纽市盘前：英镑重挫逾百点负利率预期大增；OPEC+存两大担忧美油回落至40下方,positive
2020/9/17,美油努力站稳40美元上方但OPEC+会议恐难讨论进一步减产且多头还需扫除另一颗雷,negative
2020/9/17,国际油价自近两周高位回落美国燃油需求前景遭质疑；OPEC+须进一步强化执行力,neutral
2020/9/17,INE原油触及一周半高点！EIA库存超预期下降飓风扰乱美国产油但供应亦存两项利空,negative
2020/9/17,欧市盘前：欧元创逾五周新低日银不会扩大宽松油市供应存两大利空,positive
2020/9/17,原油交易提醒：多空分歧加剧！阿联酋执行率仅有10%日内或为OPEC+会议焦点关注200日均线压力,positive
2020/9/17,多头真是松了口气！英国石油警告“石油需求或已见顶”专家反驳“未来10-15年不太可能发生”,negative
2020/9/17,9月17日财经早餐：美联储将长期维持低利率美元持稳金价冲高回落两大央行决议接踵而至,positive
2020/9/16,"纽市盘前：日本新首相上任三把火日元创逾六周新高；三重利多共振美油一度大涨3%9月16日欧洲时段美元兑日元大跌0.5%创逾六周新低至104.86日本首相菅义伟表示将推进改革争取在2021年上半年为所有公民提供疫苗
将进行必要的投资以恢复强劲的经济强调安倍任期内推行的政策的重要性旨...",positive
2020/9/16,美联储决议终极前瞻：宣布变更政策框架后首秀鲍威尔可能释放三大宽松新信号北京时间9月17日2:00美联储将公布新一期利率决议同时发布经济预测和利率点阵图美联储主席鲍威尔半个小时后将召开新闻发布会。这是美联储宣布政策框架变更后的首次政策会议。美联储可能发出长期宽松的信号包括利率更长时...,positive
2020/9/16,美国8月零售销售不及预期虽然在线零售额大幅提升但整个零售业却面临破产危机9月16日纽约时段盘中北京时间20：30美国方面公布了市场关注的8月零售销售数据结果该数据表现不及预期数据公布后现货金价短线小幅上涨1.5美元延续了日内升势。,negative
2020/9/16,金银T+D收跌离岸人民币创逾16个月新高！大选前最后一次FED决议美元怕是会遇新劫9月16日金银T+D双双收跌人民币的升值限制了国内黄金的走高美元兑人民币离岸价创2019年5月以来的逾16个月新低。美联储利率决议前美元跌跌不休瑞银集团预计美联储将会明确强调在一年期通胀率预期至少达到2.2...,negative
2020/9/16,日本央行决议前瞻：保持利率和资产购买计划不变？或重申与政府携手合作决心北京时间9月17日11:00日本央行公布利率决议而行长黑田东彦也将在随后的14:30召开新闻发布会。很多分析师预计该央行将保持利率和资产购买计划不变并将暂停加大刺激。此外黑田东彦可能会重申日本央行决心与政府携...,negative
2020/9/16,INE原油大涨近3.7%创逾一周新高！API库存意外骤降供应还被风魔砸出新的大缺口9月16日上海原油价格上涨3.68%创逾一周新高。因飓风影响美国海上油气生产且美国API原油库存意外骤降。随着飓风萨利逼近美国墨西哥湾沿岸超过25%的美国海上油气产出被关闭出口港口也关闭。目前预计飓风萨利造成的...,negative
2020/9/16,黄金因弱势美元而持坚投资者待美联储作出一判断并详述如何平衡两大目标。北京时间9月17日02:00美联储将公布9月利率决议同时公布经济预期、利率预期点阵图和季度报告02:30美联储主席鲍威尔将召开新闻发布会分析人士预计美联储将暗示其利率政策将保持不变并维持在零水平附近直至202...,negative
2020/9/16,政策框架调整后美联储首次利率决议待公布：或流露出一重大暗示北京时间9月17日02:00美联储将公布9月利率决议同时公布经济预期、利率预期点阵图和季度报告02:30美联储主席鲍威尔将召开新闻发布会分析人士预计美联储将暗示其利率政策将保持不变并维持在零水平附近直至202...,negative
2020/9/16,飓风再度来袭美油涨逾2%！但OPEC三把手“掉链子”警惕供需前景再生端倪周三美原油涨逾2%并站上39美元关口因为飓风导致墨西哥湾产量再度中断因此推动油价走高。但是分析人士指出飓风对于油价的影响是短期性的同时随着炼厂在飓风来临时加速关闭一旦飓风影响消失市场将明显感觉到炼厂需求不足...,negative
2020/9/16,美元有望消除一利空！特朗普鸽派爱将上位受阻谢尔顿美联储理事提名尚未获得参议院足够支持9月15日美国参议院共和党二号人物图恩表示特朗普备受争议的美联储理事提名人谢尔顿(Judy Shelton)尚未在共和党控制的参议院获得足够支持无法获得批准。实际上自从谢尔顿被提名为美联储理事候选人后因为其在...,negative
2020/9/16,欧市盘前：FED决议存鸽派预期日元创两周半新高油市获两大利多支撑9月16日亚洲时段美元兑日元创两周半新低市场正观望日内稍后的美联储政策决议现货黄金探底回升至1960上方。菅义伟正式出任日本第99任首相菅义伟已经确定内阁成员。API原油库存录得逾一年最大单周降幅随着飓风萨利...,positive
2020/9/16,年底前英国恐持续动荡英银已经准备好出手？英镑中长期恐又添一利空！尽管经济学家和投资者认为英国央行不会立即采取行动但他们普遍预计其将在年底前再次扩大债券购买计划。市场预期9月17日英国央行决议推出的最新政策可能会支持这一观点。降息可能不会是英国央行的首选但货币市场反映其最早在明...,neutral
2020/9/16,9月16日现货黄金、白银、原油、外汇短线交易策略9月16日美元指数窄幅震荡美联储即将公布利率决议和经济预测前市场相对谨慎。现货黄金小幅走高因受到投资者对美联储将采取鸽派货币政策立场希望的支撑。分析人士指出如果本次会议发表鸽派言论对其新通胀目标的进一步解释...,negative
2020/9/16,黄金交易提醒：美联储决议来袭将首度公布2023年经济预测！大行情一触即发关注“恐怖数据”金价周二小幅走低从盘中稍早触及的近两周高位回落因美元上涨不过对美联储将采取鸽派货币政策立场的希望限制了避险黄金的跌幅。日内重中之重是美联储决议市场将关注美联储修订后的经济预测以及有关通胀目标和资产购买的相关信息...,negative
2020/9/16,9月16日外汇交易提醒9月15日在美联储将于公布政策决定和经济预测之际美元指数变动不大。在G-10货币中英镑领涨；日元、纽元和澳元攀升因为数据显示出中国经济复苏加快激发了投资者对可能受益于中国经济增长的货币的需求；欧元和瑞典克朗表现...,neutral
2020/9/16,9月16日财经早餐：美元止跌反弹黄金从二周高位大幅回落静待美联储会议结果9月15日在美联储将于公布政策决定和经济预测之际美元指数止跌反弹；金价冲高回落收于1954.15美元/盎司稍早一度刷新近二周新高至1972.27美元美元大幅回升、美债收益率与美股上涨使金价上涨动力受到掣肘。受...,positive
2020/9/16,纽市盘前：日本新首相上任三把火日元创逾六周新高；三重利多共振美油一度大涨3%,positive
2020/9/16,美联储决议终极前瞻：宣布变更政策框架后首秀鲍威尔可能释放三大宽松新信号,positive
2020/9/16,美国8月零售销售不及预期虽然在线零售额大幅提升但整个零售业却面临破产危机,negative
2020/9/16,金银T+D收跌离岸人民币创逾16个月新高！大选前最后一次FED决议美元怕是会遇新劫,negative
2020/9/16,黄金因弱势美元而持坚投资者待美联储作出一判断并详述如何平衡两大目标,neutral
2020/9/16,欧市盘前：FED决议存鸽派预期日元创两周半新高油市获两大利多支撑,positive
2020/9/16,9月16日现货黄金、白银、原油、外汇短线交易策略,positive
2020/9/16,黄金交易提醒：美联储决议来袭将首度公布2023年经济预测！大行情一触即发关注“恐怖数据”,neutral
2020/9/16,9月16日财经早餐：美元止跌反弹黄金从二周高位大幅回落静待美联储会议结果,positive
2020/9/16,美元大幅回升金价创近两周新高后回落逾20美元,positive
2020/9/16,EIA原油库存降幅超预期但不及API降幅美油短线小幅回落0.3美元,negative
2020/9/16,纽市盘前：日本新首相上任三把火日元创逾六周新高；三重利多共振美油一度大涨3%,positive
2020/9/16,美油上涨逾2%因飓风致美国沿海油企部分停产但多头仍面临两大牵制,neutral
2020/9/16,国际油价创一周新高因飓风来袭且API库存意外骤降；但须关注一下游行业面临的风暴,neutral
2020/9/16,飓风影响美油涨幅逾2%但仍难改颓势？需求前景黯淡拖累市场情绪转为负面,negative
2020/9/16,INE原油大涨近3.7%创逾一周新高！API库存意外骤降供应还被风魔砸出新的大缺口,negative
2020/9/16,飓风再度来袭美油涨逾2%！但OPEC三把手“掉链子”警惕供需前景再生端倪,negative
2020/9/16,欧市盘前：FED决议存鸽派预期日元创两周半新高油市获两大利多支撑,positive
2020/9/16,9月16日现货黄金、白银、原油、外汇短线交易策略,positive
2020/9/16,分析师警告可能爆发第二波疫情石油需求恐再遭冲击！油价下行风险仍未排除,negative
2020/9/16,原油交易提醒：美股续涨+API原油库存大减布油收复40关口留意飓风和疫苗消息,positive
2020/9/16,9月16日财经早餐：美元止跌反弹黄金从二周高位大幅回落静待美联储会议结果,positive
2020/9/16,API原油库存意外大降美油短线走高涨幅扩大至逾3%,negative
2020/9/15,纽市盘前：英镑涨80点机构直言仍有三利空；日元创逾两周新高菅义伟可能走险棋9月15日欧洲时段英镑兑美元一度上扬80点但英镑未来仍受到三项利空因素压制花旗指出脱欧正重新成为英镑的主要推动因素同时英国在经济复苏方面已经落后于其他国家；11月英国货币政策委员料降息至零并增加500亿英镑...,negative
2020/9/15,美元承压提振英镑后者欲重上1.29关口；但多头须警惕无协议脱欧可能触发的另一颗雷9月15日欧市英镑兑美元刷新三日高位至1.2926市场对本周稍晚美联储9月利率决议鸽派维稳的预期以及有关新冠疫苗的乐观消息提振风险偏好二者均打压美元提振英镑等非美货币。不过脱欧协商重新成为主导英镑的因素所在如...,negative
2020/9/15,现货黄金或已重开上行通道FED料呈现更多宽松底牌；努钦呼吁共和党人“端正态度”9月15日现货黄金触及近两周新高因美元指数下滑投资者预计美联储本周将详细阐述新的宽松构想最终可能会购买更多债券。甚至可能不排除在新冠疫情或经济前景重新恶化的情况下采取更激进的措施。美国财政部部长努钦上日呼吁...,negative
2020/9/15,金银T+D双双收涨！美元三连跌；宽松格局料长期维持美国财长呼吁再“放水”9月15日金银T+D双双收涨！弱美元主导行情美元指数三连跌美国财政部长姆努钦呼吁议员以拯救经济为重为帮助美国经济复苏需要更多的刺激。BI高级大宗商品策略师Mike McGlone表示各国央行持续宽松的货币政策...,neutral
2020/9/15,美国疫情放缓黄金要失宠？牛市才刚刚开始实际利率负值趋势强化黄金是为数不多保值品近期美国疫情出现了放缓的迹象暗示最糟糕的时刻已经过去这令市场担忧随着疫情缓解所导致的风险情绪回升可能会打压金价。但是分析人士指出在疫苗真正广泛使用之前当前缓慢的经济复苏都不可能改变对于黄金的强劲需求。疫情全球范...,negative
2020/9/15,加拿大债务飙升施压加元主要银行警告政府“别让赤字失控”！加拿大银行的行长们警告总理特鲁多需要提防不断攀升的债务。上周四8月才上任的加拿大新财长弗里兰与各大银行的负责人举行了电话会议传递出的消息是加拿大需要制定财政目标来控制支出。,negative
2020/9/15,供应过剩的忧虑再度显现！炼厂进入修整期+机构下调需求预期本周关注OPEC+会议随着看跌因素和市场情绪变化石油市场正在螺旋式下降。其中一个因素是对第三季度OPEC+出口增加可能会破坏OPEC+协定的担忧。同时欧洲疫情蔓延、原油库存的增加和炼油厂的运转率下降都令市场担忧供应过剩加剧。本周一OPEC...,negative
2020/9/15,国际金价触及近两周高位美联储新政公布在即；财长努钦出来给鲍威尔“撑腰”9月15日国际金价触及近两周高点因美元走软且投资人将焦点转向美联储政策会议寻求其计划在提振通胀的同时如何压低利率的细节。美国财长努钦上日表示国会议员不应迟滞公布应对冠状病毒疫情新的纾困计划。努钦的言论呼应了美...,negative
2020/9/15,欧市盘前：美元尽显疲软黄金逼近1970大关；两项利多加持下澳元探底走高70点。9月15日美元指数盘中微跌因市场对于疫苗研发的乐观预期以及大规模企业交易改善了风险偏好。现货黄金延续涨势尽管近期股市上涨但投资者预计11月美国总统大选前市场还会出现更多动荡对黄金起到提振作用。数据方面重点留...,positive
2020/9/15,9月15日现货黄金、白银、原油、外汇短线交易策略9月15日美元指数盘中微跌因市场对于疫苗研发的乐观预期以及大规模企业交易改善了风险偏好。现货黄金延续涨势尽管近期股市上涨但投资者预计11月美国总统大选前市场还会出现更多动荡对黄金起到提振作用。数据方面重点留...,positive
2020/9/15,"《内部市场法案》闯关英国下议院成功！获上议院批准阻力虽更大仍要警惕意外通过后英镑大跌9月14日英国首相约翰逊以340票赞成263票反对的结果在所谓的议会二读投票中通过了《内部市场法案》。虽然该法案通过下议院通过但想顺利通过上议院难度很大因为
前保守党国际发展大臣和财政部长都多位高官已经明确表示反...",negative
2020/9/15,9月15日外汇交易提醒9月14日受对冠状病毒疫苗的乐观情绪以及股市上涨影响美元兑大多数G-10货币下跌兑日元跌至两周最低；投资者已经在周三美联储政策决策公布之前调整头寸预计美联储官员届时将会重申鸽派立场。在G-10货币中纽元和英镑领...,negative
2020/9/15,9月15日财经早餐：市场风险偏好回暖美元连续下滑黄金创二周来最大涨幅9月14日受对冠状病毒疫苗的乐观情绪以及股市上涨影响美元指数连续第二个交易日下跌兑日元跌至两周最低；投资者已经在美联储政策决策公布之前调整头寸预计美联储官员届时将会重申鸽派立场在G-10货币中纽元和英镑领涨...,negative
2020/9/15,纽市盘前：英镑涨80点机构直言仍有三利空；日元创逾两周新高菅义伟可能走险棋,neutral
2020/9/15,现货黄金或已重开上行通道FED料呈现更多宽松底牌；努钦呼吁共和党人“端正态度”,positive
2020/9/15,金银T+D双双收涨！美元三连跌；宽松格局料长期维持美国财长呼吁再“放水”,negative
2020/9/15,美国疫情放缓黄金要失宠？牛市才刚刚开始实际利率负值趋势强化黄金是为数不多保值品,negative
2020/9/15,国际金价触及近两周高位美联储新政公布在即；财长努钦出来给鲍威尔“撑腰”,positive
